product_id,title,description,brand,category,price,rating,stock,image_url
114,Kawasaki Z800,"The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts.",Kawasaki,motorcycle,8999.99,3.98,52,https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/1.webp
115,MotoGP CI.H1,The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.,MotoGP,motorcycle,14999.99,2.97,10,https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/1.webp
116,Scooter Motorcycle,The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.,ScootMaster,motorcycle,2999.99,2.53,84,https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/1.webp
117,Sportbike Motorcycle,"The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience.",SpeedMaster,motorcycle,7499.99,3.94,0,https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/1.webp
118,Attitude Super Leaves Hand Soap,"Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.",Attitude,skin-care,8.99,3.19,94,https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/1.webp
119,Olay Ultra Moisture Shea Butter Body Wash,Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.,Olay,skin-care,12.99,4.51,34,https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/1.webp
120,Vaseline Men Body and Face Lotion,Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy.,Vaseline,skin-care,9.99,3.16,95,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/1.webp
121,iPhone 5s,"The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience.",Apple,smartphones,199.99,2.83,25,https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/1.webp
122,iPhone 6,"The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time.",Apple,smartphones,299.99,3.41,60,https://cdn.dummyjson.com/product-images/smartphones/iphone-6/1.webp
123,iPhone 13 Pro,"The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology.",Apple,smartphones,1099.99,4.12,56,https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/1.webp
124,iPhone X,"The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation.",Apple,smartphones,899.99,2.51,37,https://cdn.dummyjson.com/product-images/smartphones/iphone-x/1.webp
125,Oppo A57,"The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice.",Oppo,smartphones,249.99,3.94,19,https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/1.webp
126,Oppo F19 Pro Plus,The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.,Oppo,smartphones,399.99,3.51,78,https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/1.webp
127,Oppo K1,"The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences.",Oppo,smartphones,299.99,4.25,55,https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/1.webp
128,Realme C35,The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.,Realme,smartphones,149.99,4.2,48,https://cdn.dummyjson.com/product-images/smartphones/realme-c35/1.webp
129,Realme X,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.,Realme,smartphones,299.99,3.7,12,https://cdn.dummyjson.com/product-images/smartphones/realme-x/1.webp
130,Realme XT,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.",Realme,smartphones,349.99,4.58,80,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/1.webp
131,Samsung Galaxy S7,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.",Samsung,smartphones,299.99,3.3,67,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/1.webp
132,Samsung Galaxy S8,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.",Samsung,smartphones,499.99,4.4,0,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/1.webp
133,Samsung Galaxy S10,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.",Samsung,smartphones,699.99,3.06,19,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/1.webp
134,Vivo S1,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.",Vivo,smartphones,249.99,3.5,50,https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/1.webp
135,Vivo V9,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.",Vivo,smartphones,299.99,3.6,82,https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/1.webp
136,Vivo X21,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.",Vivo,smartphones,499.99,4.26,7,https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/1.webp
137,American Football,"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport.",,sports-accessories,19.99,4.91,53,https://cdn.dummyjson.com/product-images/sports-accessories/american-football/1.webp
138,Baseball Ball,"The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball.",,sports-accessories,8.99,2.57,100,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/1.webp
139,Baseball Glove,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game.",,sports-accessories,24.99,3.96,22,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/1.webp
140,Basketball,"The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play.",,sports-accessories,14.99,4.66,75,https://cdn.dummyjson.com/product-images/sports-accessories/basketball/1.webp
141,Basketball Rim,The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.,,sports-accessories,39.99,4.6,43,https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/1.webp
142,Cricket Ball,"The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play.",,sports-accessories,12.99,3.53,30,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/1.webp
143,Cricket Bat,The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.,,sports-accessories,29.99,3.17,98,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/1.webp
144,Cricket Helmet,"The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers.",,sports-accessories,44.99,4.69,10,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/1.webp
145,Cricket Wicket,"The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs.",,sports-accessories,29.99,4.73,25,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/1.webp
146,Feather Shuttlecock,"The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches.",,sports-accessories,5.99,2.85,95,https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/1.webp
147,Football,"The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game.",,sports-accessories,17.99,3.28,96,https://cdn.dummyjson.com/product-images/sports-accessories/football/1.webp
148,Golf Ball,"The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club.",,sports-accessories,9.99,4.3,84,https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/1.webp
149,Iron Golf,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques.",,sports-accessories,49.99,4.41,90,https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/1.webp
150,Metal Baseball Bat,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.,,sports-accessories,29.99,4.66,16,https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/1.webp
151,Tennis Ball,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.,,sports-accessories,6.99,4.06,28,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/1.webp
152,Tennis Racket,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",,sports-accessories,49.99,4.03,6,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/1.webp
153,Volleyball,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",,sports-accessories,11.99,3.84,0,https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/1.webp
154,Black Sun Glasses,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",Fashion Shades,sunglasses,29.99,4.41,60,https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/1.webp
155,Classic Sun Glasses,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,Fashion Shades,sunglasses,24.99,3.86,1,https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/1.webp
156,Green and Black Glasses,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",Fashion Shades,sunglasses,34.99,4.55,24,https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/1.webp
157,Party Glasses,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",Fashion Fun,sunglasses,19.99,2.79,86,https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/1.webp
158,Sunglasses,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.,Fashion Shades,sunglasses,22.99,3.02,27,https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/1.webp
159,iPad Mini 2021 Starlight,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.",Apple,tablets,499.99,3.18,47,https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/1.webp
160,Samsung Galaxy Tab S8 Plus Grey,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.",Samsung,tablets,599.99,4.68,62,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/1.webp
161,Samsung Galaxy Tab White,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.",Samsung,tablets,349.99,3.72,92,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/1.webp
162,Blue Frock,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.",,tops,29.99,4.17,52,https://cdn.dummyjson.com/product-images/tops/blue-frock/1.webp
163,Girl Summer Dress,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.",,tops,19.99,4.77,43,https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/1.webp
164,Gray Dress,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.",,tops,34.99,2.72,55,https://cdn.dummyjson.com/product-images/tops/gray-dress/1.webp
165,Short Frock,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",,tops,24.99,3.23,22,https://cdn.dummyjson.com/product-images/tops/short-frock/1.webp
166,Tartan Dress,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",,tops,39.99,4.05,73,https://cdn.dummyjson.com/product-images/tops/tartan-dress/1.webp
167,300 Touring,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",Chrysler,vehicle,28999.99,4.05,54,https://cdn.dummyjson.com/product-images/vehicle/300-touring/1.webp
168,Charger SXT RWD,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",Dodge,vehicle,32999.99,2.58,57,https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/1.webp
169,Dodge Hornet GT Plus,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",Dodge,vehicle,24999.99,2.65,82,https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/1.webp
170,Durango SXT RWD,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",Dodge,vehicle,36999.99,4.07,95,https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/1.webp
171,Pacifica Touring,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",Chrysler,vehicle,31999.99,3.62,53,https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/1.webp
172,Blue Women's Handbag,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",Fashionista,womens-bags,49.99,2.92,76,https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/1.webp
173,Heshe Women's Leather Bag,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",Heshe,womens-bags,129.99,4.92,99,https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/1.webp
174,Prada Women Bag,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",Prada,womens-bags,599.99,2.71,75,https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/1.webp
175,White Faux Leather Backpack,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",Urban Chic,womens-bags,39.99,3.36,39,https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/1.webp
176,Women Handbag Black,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",Elegance Collection,womens-bags,59.99,2.89,11,https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/1.webp
177,Black Women's Gown,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",,womens-dresses,129.99,3.64,25,https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/1.webp
178,Corset Leather With Skirt,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",,womens-dresses,89.99,3.05,30,https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/1.webp
179,Corset With Black Skirt,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,,womens-dresses,79.99,4.52,33,https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/1.webp
180,Dress Pea,"The Dress Pea is a stylish and comfortable dress with a pea pattern. Perfect for casual outings, it adds a playful and fun element to your wardrobe, making it a great choice for day-to-day wear.",,womens-dresses,49.99,4.88,6,https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/1.webp
181,Marni Red & Black Suit,"The Marni Red & Black Suit is a sophisticated and fashion-forward suit ensemble. With a combination of red and black tones, it showcases a modern design for a bold and confident look.",,womens-dresses,179.99,4.48,62,https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/1.webp
182,Green Crystal Earring,"The Green Crystal Earring is a dazzling accessory that features a vibrant green crystal. With a classic design, it adds a touch of elegance to your ensemble, perfect for formal or special occasions.",,womens-jewellery,29.99,3.96,54,https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/1.webp
183,Green Oval Earring,"The Green Oval Earring is a stylish and versatile accessory with a unique oval shape. Whether for casual or dressy occasions, its green hue and contemporary design make it a standout piece.",,womens-jewellery,24.99,3.57,73,https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/1.webp
184,Tropical Earring,"The Tropical Earring is a fun and playful accessory inspired by tropical elements. Featuring vibrant colors and a lively design, it's perfect for adding a touch of summer to your look.",,womens-jewellery,19.99,4.4,1,https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/1.webp
185,Black & Brown Slipper,"The Black & Brown Slipper is a comfortable and stylish choice for casual wear. Featuring a blend of black and brown colors, it adds a touch of sophistication to your relaxation.",Comfort Trends,womens-shoes,19.99,2.53,3,https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/1.webp
186,Calvin Klein Heel Shoes,"Calvin Klein Heel Shoes are elegant and sophisticated, designed for formal occasions. With a classic design and high-quality materials, they complement your stylish ensemble.",Calvin Klein,womens-shoes,79.99,4.92,93,https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/1.webp
187,Golden Shoes Woman,"The Golden Shoes for Women are a glamorous choice for special occasions. Featuring a golden hue and stylish design, they add a touch of luxury to your outfit.",Fashion Diva,womens-shoes,49.99,3.26,88,https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/1.webp
188,Pampi Shoes,"Pampi Shoes offer a blend of comfort and style for everyday use. With a versatile design, they are suitable for various casual occasions, providing a trendy and relaxed look.",Pampi,womens-shoes,29.99,3.05,49,https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/1.webp
189,Red Shoes,"The Red Shoes make a bold statement with their vibrant red color. Whether for a party or a casual outing, these shoes add a pop of color and style to your wardrobe.",Fashion Express,womens-shoes,34.99,3.25,7,https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/1.webp
190,IWC Ingenieur Automatic Steel,"The IWC Ingenieur Automatic Steel watch is a durable and sophisticated timepiece. With a stainless steel case and automatic movement, it combines precision and style for watch enthusiasts.",IWC,womens-watches,4999.99,2.93,90,https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/1.webp
191,Rolex Cellini Moonphase,"The Rolex Cellini Moonphase watch is a masterpiece of horology. Featuring a moon phase complication, it showcases the craftsmanship and elegance that Rolex is renowned for.",Rolex,womens-watches,15999.99,3.83,52,https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/1.webp
192,Rolex Datejust Women,"The Rolex Datejust Women's watch is an iconic timepiece designed for women. With a timeless design and a date complication, it offers both elegance and functionality.",Rolex,womens-watches,10999.99,2.86,4,https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/1.webp
193,Watch Gold for Women,"The Gold Women's Watch is a stunning accessory that combines luxury and style. Featuring a gold-plated case and a chic design, it adds a touch of glamour to any outfit.",Fashion Gold,womens-watches,799.99,4.24,0,https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/1.webp
194,Women's Wrist Watch,"The Women's Wrist Watch is a versatile and fashionable timepiece for everyday wear. With a comfortable strap and a simple yet elegant design, it complements various styles.",Fashion Co.,womens-watches,129.99,3.52,12,https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/1.webp
1,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops","Your perfect pack for everyday use and walks in the forest. Stash your laptop (up to 15 inches) in the padded sleeve, your everyday",Unknown,men's clothing,109.95,3.9,120,https://fakestoreapi.com/img/81fPKd-2AYL._AC_SL1500_t.png
2,Mens Casual Premium Slim Fit T-Shirts ,"Slim-fitting style, contrast raglan long sleeve, three-button henley placket, light weight & soft fabric for breathable and comfortable wearing. And Solid stitched shirts with round neck made for durability and a great fit for casual fashion wear and diehard baseball fans. The Henley style round neckline includes a three-button placket.",Unknown,men's clothing,22.3,4.1,259,https://fakestoreapi.com/img/71-3HjGNDUL._AC_SY879._SX._UX._SY._UY_t.png
3,Mens Cotton Jacket,"great outerwear jackets for Spring/Autumn/Winter, suitable for many occasions, such as working, hiking, camping, mountain/rock climbing, cycling, traveling or other outdoors. Good gift choice for you or your family member. A warm hearted love to Father, husband or son in this thanksgiving or Christmas Day.",Unknown,men's clothing,55.99,4.7,500,https://fakestoreapi.com/img/71li-ujtlUL._AC_UX679_t.png
4,Mens Casual Slim Fit,"The color could be slightly different between on the screen and in practice. / Please note that body builds vary by person, therefore, detailed size information should be reviewed below on the product description.",Unknown,men's clothing,15.99,2.1,430,https://fakestoreapi.com/img/71YXzeOuslL._AC_UY879_t.png
5,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,"From our Legends Collection, the Naga was inspired by the mythical water dragon that protects the ocean's pearl. Wear facing inward to be bestowed with love and abundance, or outward for protection.",Unknown,jewelery,695.0,4.6,400,https://fakestoreapi.com/img/71pWzhdJNwL._AC_UL640_QL65_ML3_t.png
6,Solid Gold Petite Micropave ,Satisfaction Guaranteed. Return or exchange any order within 30 days.Designed and sold by Hafeez Center in the United States. Satisfaction Guaranteed. Return or exchange any order within 30 days.,Unknown,jewelery,168.0,3.9,70,https://fakestoreapi.com/img/61sbMiUnoGL._AC_UL640_QL65_ML3_t.png
7,White Gold Plated Princess,"Classic Created Wedding Engagement Solitaire Diamond Promise Ring for Her. Gifts to spoil your love more for Engagement, Wedding, Anniversary, Valentine's Day...",Unknown,jewelery,9.99,3.0,400,https://fakestoreapi.com/img/71YAIFU48IL._AC_UL640_QL65_ML3_t.png
8,Pierced Owl Rose Gold Plated Stainless Steel Double,Rose Gold Plated Double Flared Tunnel Plug Earrings. Made of 316L Stainless Steel,Unknown,jewelery,10.99,1.9,100,https://fakestoreapi.com/img/51UDEzMJVpL._AC_UL640_QL65_ML3_t.png
9,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,"USB 3.0 and USB 2.0 Compatibility Fast data transfers Improve PC Performance High Capacity; Compatibility Formatted NTFS for Windows 10, Windows 8.1, Windows 7; Reformatting may be required for other operating systems; Compatibility may vary depending on user’s hardware configuration and operating system",Unknown,electronics,64.0,3.3,203,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_t.png
10,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,"Easy upgrade for faster boot up, shutdown, application load and response (As compared to 5400 RPM SATA 2.5” hard drive; Based on published specifications and internal benchmarking tests using PCMark vantage scores) Boosts burst write performance, making it ideal for typical PC workloads The perfect balance of performance and reliability Read/write speeds of up to 535MB/s/450MB/s (Based on internal testing; Performance may vary depending upon drive capacity, host device, OS and application.)",Unknown,electronics,109.0,2.9,470,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_t.png
11,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,"3D NAND flash are applied to deliver high transfer speeds Remarkable transfer speeds that enable faster bootup and improved overall system performance. The advanced SLC Cache Technology allows performance boost and longer lifespan 7mm slim design suitable for Ultrabooks and Ultra-slim notebooks. Supports TRIM command, Garbage Collection technology, RAID, and ECC (Error Checking & Correction) to provide the optimized performance and enhanced reliability.",Unknown,electronics,109.0,4.8,319,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_t.png
12,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,"Expand your PS4 gaming experience, Play anywhere Fast and easy, setup Sleek design with high capacity, 3-year manufacturer's limited warranty",Unknown,electronics,114.0,4.8,400,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_t.png
13,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,21. 5 inches Full HD (1920 x 1080) widescreen IPS display And Radeon free Sync technology. No compatibility for VESA Mount Refresh Rate: 75Hz - Using HDMI port Zero-frame design | ultra-thin | 4ms response time | IPS panel Aspect ratio - 16: 9. Color Supported - 16. 7 million colors. Brightness - 250 nit Tilt angle -5 degree to 15 degree. Horizontal viewing angle-178 degree. Vertical viewing angle-178 degree 75 hertz,Unknown,electronics,599.0,2.9,250,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_t.png
14,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,"49 INCH SUPER ULTRAWIDE 32:9 CURVED GAMING MONITOR with dual 27 inch screen side by side QUANTUM DOT (QLED) TECHNOLOGY, HDR support and factory calibration provides stunningly realistic and accurate color and contrast 144HZ HIGH REFRESH RATE and 1ms ultra fast response time work to eliminate motion blur, ghosting, and reduce input lag",Unknown,electronics,999.99,2.2,140,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_t.png
15,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,"Note:The Jackets is US standard size, Please choose size as your usual wear Material: 100% Polyester; Detachable Liner Fabric: Warm Fleece. Detachable Functional Liner: Skin Friendly, Lightweigt and Warm.Stand Collar Liner jacket, keep you warm in cold weather. Zippered Pockets: 2 Zippered Hand Pockets, 2 Zippered Pockets on Chest (enough to keep cards or keys)and 1 Hidden Pocket Inside.Zippered Hand Pockets and Hidden Pocket keep your things secure. Humanized Design: Adjustable and Detachable Hood and Adjustable cuff to prevent the wind and water,for a comfortable fit. 3 in 1 Detachable Design provide more convenience, you can separate the coat and inner as needed, or wear it together. It is suitable for different season and help you adapt to different climates",Unknown,women's clothing,56.99,2.6,235,https://fakestoreapi.com/img/51Y5NI-I5jL._AC_UX679_t.png
16,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,"100% POLYURETHANE(shell) 100% POLYESTER(lining) 75% POLYESTER 25% COTTON (SWEATER), Faux leather material for style and comfort / 2 pockets of front, 2-For-One Hooded denim style faux leather jacket, Button detail on waist / Detail stitching at sides, HAND WASH ONLY / DO NOT BLEACH / LINE DRY / DO NOT IRON",Unknown,women's clothing,29.95,2.9,340,https://fakestoreapi.com/img/81XH0e8fefL._AC_UY879_t.png
